Product Code,Cat 1,Cat 2,Sub Cat,Length cm (approx),Height cm (approx),Width cm (Approx),Depth cm (Approx),Size (all sizes are approximate),Fabric,Colour,Web product Name,Product Description,User Tags,image name 1 (same as sku),image name 2 (same as sku),Availability,Cost Price (ex VAT,Mark up %, Selling Price (ex VAT) ,Delivery & Returns,Excel Sell Code,Excel Type 3 Sell Price,
PILLOW0003,Bedroom,Home Accessories,Bed Linen,,,,,Standard,Polycotton/Polyester,White,Quilted Pillow Protector,Polycotton pillow protector with 2oz quilted wadding inside. Machine washable.,"pillow,protector,C1,CU",quilted polycotton matt prot + pillow prot (2),,Stock, £1.50 ,75, £2.63 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",PILLOW0003,£2.21,
COATHA0001,Home Accessories,,Essentials ,,,,,Standard,Various,Plastic,Coat Hanger,Plastic coat hanger - pack of 10.,"hangers,hanger,C1,CU",Alan,,Stock, £2.10 ,75, £3.68 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",COATHA0001,£0.32,
PILLOW0014,Bedroom,Home Accessories,Bed Linen,,,,,Standard,Polycotton,White,Poly Cotton Standard Pillow Case,"Easy care polycotton, manufactured using top quality yarns. Soft, durable, flame retardant to BS7175 Source 7 and machine washable.","pillow case,C1,CU",Alan,,Stock, £1.42 ,75, £2.49 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",PILLOW0014,£1.86,
COOKER0001,Kitchen,,Oven & Hobs,,90,50,60,,Metal,White,Electric Single Cavity Cooker,"Statesman electric single cavity cooker with double glazed oven door, closed door grilling, 4 Solid hotplates (2 x 1Kw, 2 x 1.5Kw), grill element power 1.5Kw, 1 Oven shelf and 1 Deep tray.  Oven capacity 54 litres. Comes with two year's warranty. ","oven,cooker,C1,CU",SE50WH_B,,Stock, £89.88 ,75, £157.29 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0093SDID,£155.52,
COOKER0004,Kitchen,,Oven & Hobs,,85,50,60,,Metal,White,Gas Double Cavity Cooker,"Montpellier gas double cavity cooker in white. Easy clean with double glazing, interior light, two shelves, second oven one shelf, four gas burners, grill compartment and oven compartment. Flame Failure Device. Complies with BS EN 30-1 & 2. Comes with two year's warranty.  ","oven,gas,cooker,C1,CU",BDG581W-front.jpg,,Stock, £169.00 ,75, £295.75 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0133SDID,£308.00,
COOKER0005,Kitchen,,Oven & Hobs,,38,55.5,40,,Metal,White,Mini Oven with 2 Hotplates 26 Ltr,"Ingenix mini oven suitable for traditional roasting, baking and grilling. Features 1000W / 600W thermostatically double hotplate, 45 Litre capacity, oven thermostatic 100-230 degrees C, 1500W oven, chrome handles, includes tray with handle and wire shelf, non stick coated aluminium chamber, steel heating elements. Oven and hot plate can work simultaneously. Comes with two year's warranty.  ","oven,cooker,C1,CU",IG7126,,Stock, £69.99 ,75, £122.48 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",COOKER0005,£104.25,
COOKER0006,Kitchen,,Oven & Hobs,,33.6,48.8,34.3,,Metal,White,Mini Oven with 2 Hotplates 46 Ltr,"Ingenix electronic compact oven suitable for traditional roasting, baking and grilling. Featuring 1000W thermostatically double hotplate, 26 Litre capacity, oven thermostat 100-230 degrees C, 1600W oven, chrome handles, includes tray with handle and wire shelf, non stick coated aluminium chamber, steel heating elements, oven and hot plate can work simultaneously. Comes with two year's warranty. ","oven,cooker,C1,CU",IG7145,,Stock, £46.86 ,75, £82.01 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",COOKER0006,£75.17,
DISHWA0001,Kitchen,,Dishwashers,,85,60,60,,Metal,White,Dishwasher 60cm,"Indesit/Montpellier dishwasher 60cm wide with 12 Place Settings, 4 Temperatures, 5 Programmes and A++ Energy. Comes with two year's warranty. ","dishwasher,C1,CU",Dishwashing/Freestanding/Full size/DW1254P-1,,Stock, £155.00 ,75, £271.25 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0129SDID,£204.60,
FRIDGE0001,Kitchen,,Fridges & Fridge Freezers,,85,55.5,60,,Metal,White,Under counter fridge with ice box. ,"Ingenix under counter fridge with ice box. Featuring 3 Star freezer compartment, an adjustable glass shelf, large capacity salad drawer, reversible door, manual defrost and energy rating A+.  Comes with two year's warranty. ","fridge,freezer,C1,CU",IG348R,,Stock, £69.00 ,75, £120.75 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0097SDID,£109.00,
FRIDGE0003,Kitchen,,Fridges & Fridge Freezers,,51,44,47,,Metal,White,Counter top fridge,"Ingenix counter top fridge featuring A+ energy rating, reversible door, freezer box compartment, wire shelf & 2 balcony shelves and mechanical temperature control. Technical information - energy consumption 110kWh/year, noise level 41db, total gross capacity 47 litre, total net capacity 42 litre. Comes with two year's warranty.  ","fridge,freezer,C1,CU",IG3711_3,,Stock, £59.95 ,75, £104.91 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FRIDGE0003,£112.23,
FRIDGE0004,Kitchen,,Fridges & Fridge Freezers,,85.1,48,45,,Metal,White,Under Counter Fridge,"Ingenix under counter fridge with A+ Energy rating, 2 Glass shelves, crystal salad crisper with glass cover, 2 Door balcony shelves, internal light, reversible door and adjustable thermostat. Technical information: net capacity 92 litres, energy consumption 110KWH/year, CFC/HFC free. Comes with two year's warranty.  ","fridge,freezer,C1,CU",IG3960,,Stock, £78.00 ,75, £136.50 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",FRIDGE0004,£140.85,
FRIFRE0001,Kitchen,,Fridges & Fridge Freezers,,150,55.5,60,,Metal,White,Fridge Freezer,"Fridgemaster/Statesman 50cm freestanding fridge freezer with A+ Energy rating, fridge gross volume 120 litres, freezer gross volume 62 litre with reversible door. Comes with two year's warranty. ","fridge,freezer,C1,CU",F1420APW_d,,Stock, £116.63 ,75, £204.10 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0098SDID,£168.00,
HOBAPP0001,Kitchen,,Oven & Hobs,,7.5,58,55,,Metal,White,Electric Hob,"Statesman 60cm electric hob with side knob control, 4 Heat zones 2 Large 1.55kw, 2 small 1kw. Comes with two year's warranty. ","oven,cooker,C1,CU",ESH60WH,,Stock, £62.06 ,75, £108.61 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0131SDID,£97.20,
HOBAPP0002,Kitchen,,Oven & Hobs,,9.5,59,50,,Metal,White,Gas Hob,"Statesman gas hob in white with four burners - two medium burners, one large and one simmer featuring side controls, easy clean enamel pan supports, flame failure device, mains Ignition. Width 600mm. Complies with BS EN 30-1 & 2. Comes with two year's warranty. ","gas,oven,cooker,C1,CU",F100511 PAA62I(WH) 1,F100511 PAA62I(WH) 3,Stock, £62.06 ,75, £108.61 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0134SDID,£161.24,
OVENAP0003,Kitchen,,Oven & Hobs,,59.5,59.5,56.4,,Metal,White,Electric built in Fan Oven,"Statesman electric fan oven with 5 Functions, A Class energy rating, 70mm Bottom bar, easy clean enamel interior, moulded rack support, 65 Litres cavity, 2 pcs wire shelf, 1 pc universal pan, 1 pc lift handle. Comes with two year's warranty. ","oven,cooker,C1,CU",BSF60WH,,Stock, £127.33 ,75, £222.83 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0130SDID,£184.40,
TUMBLE0001,Kitchen,,Washing Machines & Dryers,,85,59.5,58.5,,Metal,White,Condenser Tumble Dryer,"Indesit/Montpellier 8Kg condenser tumble dryer in white with energy efficiency C, reverse tumble action, two heat settings, anti-crease function. Complies to EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012. Comes with two year's warranty. ","dryer,C1,CU",F089005 IDC8T3B 1,,Stock, £140.00 ,75, £245.00 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0125SDID,£211.65,
TUMBLE0002,Kitchen,,Washing Machines & Dryers,,85,59.5,58,,Metal,White,Vented Tumble Dryer,"Indesit/Montpellier 7Kg vented tumble dryer in white rear vent with two heat settings, reverse tumble action, energy efficiency C. Complies with EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012. Comes with two year's warranty. ","dryer,C1,CU",F074628 IDV75 1,F074628 IDV75 2,Stock, £109.99 ,75, £192.48 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0126SDID,£162.60,
WASHER0001,Kitchen,,Washing Machines & Dryers,,85,59.5,53.5,,Metal,White,Washer Dryer,"Indesit/Montpellier washer dryer in white with 16 Programmes, delay timer, wash efficiency A, spin efficiency B, energy efficiency B, spin Speed 1000. Features condenser dryer, half load auto, variable wash temperature, variable spin speed, quick wash, three sensor drying levels, 6Kg washing capacity and 5Kg drying capacity. Complies with EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012 & EN 60335-2-7:2010/A11:2013. Comes with two year's warranty. ","washer,dryer,C1,CU",F062505 IWDC6125 1,F062505 IWDC6125 2,Stock, £230.00 ,75, £402.50 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0127SDID,£386.05,
WASHIN0002,Kitchen,,Washing Machines & Dryers,,85,59.5,47,,Metal,White,Washing Machine 6KG,"Statesman washing machine 6KG with 1200rpm spin speed, 8 wash programs, quick wash and cycle progress indictor (fabric softener to be added during cycle.) Comes with two year's warranty. ","washer dryer,washing machine,C1,CU",TWM0612F_A,,Stock, £119.84 ,75, £209.72 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0124SDID,£175.00,
IRONEL0001,Kitchen,Home Accessories,Kitchen Electricals,,29.8,13,15,,Plastic with ceramic soleplate,Neutral,Iron,"Ingenix iron with ceramic soleplate, shot of stream, variable steam control, adjustable temperature control, overheat protection, self cleaning, anti drip function, comfortable grip handle and auto shut off. Comes with two year's warranty. ","iron,C1,CU",IG3125,,Stock, £10.90 ,75, £19.08 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0115SDID,£16.16,
KETTLE0001,Kitchen,Home Accessories,Kitchen Electricals,,22.6,20,13.5,,Plastic,White,Kettle,"Ingenix white kettle with 1.7 litre capacity, 2.2KW, safety locking lid, auto switch off on boil, boil dry protection, dual water gauge, removable washable filter, immersed element, cord storage and on/off switch with indicator light. Comes with two year's warranty. ","kettle,C1,CU",IG27270,,Stock, £5.99 ,75, £10.48 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0105SDID,£6.72,
MICROW0002,Kitchen,,Kitchen Electricals,,25.8,43.9,34,,Metal/Plastic/Glass mix,White,Microwave ,"Ingenix microwave with cooking power 800W, capacity 20 Litre, 5 power levels, defrost function, minute timer 30 minutes and cooking end signal. Turn table diameter 240mm. Comes with two year's warranty. ","microwave,C1,CU",IG2008,,Stock, £32.90 ,75, £57.58 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0106SDID,£39.77,
TOASTE0001,Kitchen,Home Accessories,Kitchen Electricals,,18,29,15,,Plastic/Metal mix,White,Toaster,"Ingenix toaster with variable electronic browning control, slide out fixed crumb tray, stainless steel insert, cord storage and non slip feet. Comes with two year's warranty. ","toaster,C1,CU",IG3001,,Stock, £5.99 ,75, £10.48 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0119SDID,£7.88,
VACUUM0001,Home Accessories,,Home Electricals,,109,30.5,29,,Plastic/Metal mix,White/Black,Upright Vacuum,"Upright vacuum cleaner with 1600 power motor, 230W suction power, 2.5 litre easy to empty dust container, floor height adjustment to carpets and hard floors and HEPA filtration. Tools include crevice tool, dusting brush and turbo brush and on board tool storage. Features 1.8m Stair hose and 7m Power cord. Comes with two year's warranty. ","hoover,vacuum,C1,CU",IG2416,,Stock, £36.53 ,75, £63.93 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0123SDID,£52.00,
BASINC0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,Standard,Plastic,Neutral,Plastic Washing Up Basin,Small plastic 7 litre washing up basin. ,"basin,C1,CU",Alan,,Stock, £0.69 ,75, £1.21 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0082SDID,£0.93,
BINBIN0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,50 litre capacity approx.,Plastic,Neutral,Plastic Swing Top Bin,"Plastic 50 litre, easy to clean swing top bin. ","bin,bucket,C1,CU",Alan,,Stock, £4.65 ,75, £8.14 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0083SDID,£6.74,
BRUSHP0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,Standard,Wood Pole/Plastic Brush head,Brown,Brush & Pole (wooden handle),Long handled sweeping brush with wooden pole.,"brush,pole,C1,CU",Alan,,Stock, £0.89 ,75, £1.56 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0084SDID,£1.19,
CANOPN0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,Standard,Stainless steel ,Stainless steel ,Can Opener,Stainless steel can and bottle opener.,"can opener,bottle opener,tin opener,C1,CU",Alan,,Stock, £0.55 ,75, £0.96 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0118SDID,£0.84,
CASSER0002,Kitchen,Home Accessories,Kitchen Accessories,,,,,Small/Medium/Large,Glass,Clear,Glass Casserole Set - 3 dishes,3 piece glass casserole set suitable for oven to table. Oven and freezer safe. Microwave and dishwasher safe.,"casserole,dish,cookware,C1,CU",Alan,,Stock, £6.95 ,75, £12.16 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0120SDID,£10.65,
CHOPBD0001,Kitchen,Home Accessories,Kitchen Accessories,,31,20.5,8,,Plastic,Neutral,Plastic Chopping Board,"Tough plastic, easy to clean chopping board - ideal for cutting and chopping.","chopping,boardC1,CU",Alan,,Stock, £1.95 ,75, £3.41 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0085SDID,£2.24,
CLOTHE0001,Kitchen,Home Accessories,Kitchen Accessories,,,,,3 Fold / 6mt airing capacity,Metal plastic coated,White,Clothes Airer,3 fold clothes airer. Provides 6mts of drying space,"clothes,airer,dryer,C1,CU",Alan,,Stock, £3.95 ,75, £6.91 ,"All orders are subject to acceptance and product availability. This item will be delivered in 2-5 working days. The delivery period stated within which you will receive your order is approximate.  Goods will be sent to the address given by you in your order.  We will always endeavor to notify you if certain items are out of stock and offer you alternatives. In the unlikely event that you receive goods which were not what you ordered or which are damaged or defective, or are of a different quantity to that stated on your order form, we shall make good any shortage or non-delivery, replace or repair any damaged or defective goods, or refund to you the amount you paid for the goods in question provided that you notify us of the problem within 7 working days of delivery of the goods by contacting our customer service team at info@tfs.direct",DFF0087SDID,£4.89,
