Product Code,Cat 1,Cat 2,Cat 3,Cat 4,Cat 5,Cat 6,Cat 7,Sub Cat,Item,Range/Brand,Size (all sizes are approximate),Fabric,Colour,Web product Name,descriptive and user tags (separated by |),image name 1 (same as sku),image name 2 (same as sku),image name 3 (same as sku),Availability,Supplier,Range,Cost Price (ex VAT,Mark up %, Selling Price (ex VAT) ,Delivery Timescale (Working days),Assembled/Flat Pack,Excel Sell Code,Excel Type 3 Sell Price,Warranty,
COOKER0005,Kitchen,,,,,,,Kitchen Appliances,Table Top Cookers 45 Litre,Igenix,H380 W555 D400,Metal,White,Mini Oven with 2 Hotplates 26 Ltr,"Electronic compact oven suitable for traditional roasting, baking and grilling | 1000W / 600W Thermostatically double hotplate | 26 Litre capacity | Oven thermostatic 100-230 degrees C | 1500W Oven | Chrome handles |Includes tray with handle and wire shelf | Non stick coated aluminium chamber |Steel heating elements | Oven and hot plate can work simultaneously |",IG7126,,,Stock,Pik-a-Pak,Essential, £69.99 ,75, £122.48 ,,Assembled,COOKER0005,£104.25,2 Years Warranty,
COOKER0006,Kitchen,,,,,,,Kitchen Appliances,Table Top Cookers 26 Litre,Igenix,H336 W488 D343  26lt capacity,Metal,White,Mini Oven with 2 Hotplates 46 Ltr,"Electronic compact oven suitable for traditional roasting, baking and grilling | 1000W Thermostatically double hotplate | 45 Litre capacity | Oven thermostatic 100-230 degrees C | 1600W Oven | Chrome handles |Includes tray with handle and wire shelf | Non stick coated aluminium chamber |Steel heating elements | Oven and hot plate can work simultaneously |",IG7145,,,Stock,Pik-a-Pak,Essential, £46.86 ,75, £82.01 ,,Assembled,COOKER0006,£75.17,2 Years Warranty,
DISHWA0001,Kitchen,,,,,,,Kitchen Appliances,Dishwashers,Indesit/Montpellier,H850 W600 D600,Metal,White,Dishwasher 60cm,12 Place Settings | 4 Temperatures | 5 Programmes | A++ Energy |,Dishwashing/Freestanding/Full size/DW1254P-1,,,Stock,D.A.D/Indesit,Essential, £155.00 ,75, £271.25 ,,Assembled,DFF0129SDID,£204.60,2 Years Warranty,
FRIDGE0001,Kitchen,,,,,,,Kitchen Appliances,Fridge Undercounter with Icebox,Igenix,H850 W555 D600,Metal,White,Under Counter Fridge with Ice Box,3 Star freezer compartment | 1 x Adjustable glass shelf | Large capacity salad draw | Reversible door | Manual defrost | Energy rating A+ |,IG348R,,,Stock,Pik-a-Pak,Essential, £69.00 ,75, £120.75 ,,Assembled,DFF0097SDID,£109.00,2 Years Warranty,
FRIDGE0003,Kitchen,,,,,,,Kitchen Appliances,Fridges Table Top,Igenix,H510 W440 D470  47lt capacity,Metal,White,Counter top fridge,A+ energy rating | Reversible door | Freezer box compartment | 1 Wire shelf & 2 balcony shelves | Mechanical temperature control | Energy consumption 110kWh/year | Noise level 41db | Total gross capacity 47 litre | Total net capacity 42 litre | ,IG3711_3,,,Stock,Pik-a-Pak,Essential, £59.95 ,75, £104.91 ,,Assembled,FRIDGE0003,£112.23,2 Years Warranty,
FRIDGE0004,Kitchen,,,,,,,Kitchen Appliances,Fridges Under counter Larder,Igenix,H851 W480 D450  92lt capacity,Metal,White,Under Counter Fridge,A+ Energy rating | 2 Glass shelves | Crystal salad crisper with glass cover |2 Door balcony shelves |Internal light | Reversible door | Adjustable thermostat | Fridge net capacity 92 litres | Energy consumption 110KWH/year | CFC/HFC free | ,IG3960,,,Stock,Pik-a-Pak,Essential, £78.00 ,75, £136.50 ,,Assembled,FRIDGE0004,£140.85,2 Years Warranty,
FRIFRE0001,Kitchen,,,,,,,Kitchen Appliances,Fridge Freezers Half/half,Fridgemaster/Statesman,H1500 W550 D600 approx.,Metal,White,Fridge Freezer,50cm Freestanding Fridge Freezer | A+ Energy rating |Gross volume 182 litres | Fridge gross 120 litres | Freezer gross 62 litre | Reversible door |,F1420APW_d,,,Stock,Pik-a-Pak/Hisense,Essential, £109.00 ,75, £190.75 ,,Assembled,DFF0098SDID,£168.00,2 Years Warranty,
HOBAPP0001,Kitchen,,,,,,,Kitchen Appliances,Electric Hobs,Statesman,Width (Mm) 580,Metal,White,Electric Hob,"60cm Electric hob | Side knob control | 4 Heat zones 2 Large 1.55kw, 2 small 1kw |",ESH60WH,,,Stock,Pik-a-Pak,Essential, £58.00 ,75, £101.50 ,,Assembled,DFF0131SDID,£97.20,2 Years Warranty,
HOBAPP0002,Kitchen,,,,,,,Kitchen Appliances,Gas Hobs,Statesman,W600,Metal,White,Gas Hob,"Gas Hob | White | Four burner - two medium burners, one large and one simmer | Side controls | Easy clean enamel pan supports | Flame failure device | Mains Ignition | Width 600mm | Complies with BS EN 30-1 & 2",F100511 PAA62I(WH) 1,F100511 PAA62I(WH) 3,F100511 PAA62I(WH) 4,Stock,D.A.D/Indesit,Essential, £58.00 ,75, £101.50 ,,Assembled,DFF0134SDID,£161.24,2 Years Warranty,
OVENAP0003,Kitchen,,,,,,,Kitchen Appliances,Electric Integrated Oven,Statesman,H595 W595 D564,Metal,White,Electric built in Fan Oven,5 Functions | A Class energy rating | 70mm Bottom bar | Easy clean enamel interior | Moulded rack support | 65 Litres cavity | 2 pcs wire shelf | 1 pc universal pan | 1 pc lift handle |,BSF60WH,,,Stock,Pik-a-Pak,Essential, £119.00 ,75, £208.25 ,,Assembled,DFF0130SDID,£184.40,2 Years Warranty,
TUMBLE0001,Kitchen,,,,,,,Kitchen Appliances,Tumble Dryers,Indesit/Montpellier,H850 W595 D585,Metal,White,Condenser Tumble Dryer,8Kg Condenser tumble dryer | White | Energy Efficiency C | Reverse tumble action | Two heat settings | Anti-crease function | Complies to EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012,F089005 IDC8T3B 1,,,Stock,Indesit,Essential, £129.99 ,75, £227.48 ,,Assembled,DFF0125SDID,£211.65,2 Years Warranty,
TUMBLE0002,Kitchen,,,,,,,Kitchen Appliances,Vented Tumble Dryer,Indesit/Montpellier,H850 W595 D580  7kg ,Metal,White,Vented Tumble Dryer,7Kg Vented tumble dryer | White | Rear vent | Two heat settings | Reverse tumble action | Energy Efficiency C | Complies with EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012,F074628 IDV75 1,F074628 IDV75 2,,Stock,Indesit/D.A.D,Essential, £109.99 ,75, £192.48 ,,Assembled,DFF0126SDID,£162.60,2 Years Warranty,
WASHER0001,Kitchen,,,,,,,Kitchen Appliances,Washer Dryer,Indesit/Montpellier,H850 W595 D535  Wash 6kg Dry 5kg,Metal,White,Washer Dryer,Washer Dryer | White | 16 Programmes | Delay Timer | Wash Efficiency A | Spin Efficiency B | Energy Efficiency B | Spin Speed 1000 | Condenser Dryer | Half Load AUTO | Variable Wash Temp | Variable Spin Speed | Quick Wash | Three sensor drying levels | 6Kg washing capacity | 5Kg drying capacity | Complies with EN 60335-1:2012/A11:2014 & EN 60335-2-11:2010/A11:2012 & EN 60335-2-7:2010/A11:2013,F062505 IWDC6125 1,F062505 IWDC6125 2,,Stock,Indesit/D.A.D,Essential, £230.00 ,75, £402.50 ,,Assembled,DFF0127SDID,£386.05,2 Years Warranty,
WASHIN0002,Kitchen,,,,,,,Kitchen Appliances,Washing Machines 6KG,Statesman,H850 W595 D470 approx. 6KG capacity,Metal,White,Washing Machine 6KG,6KG | 1200rpm Spin speed | 8 Wash programs | quick wash | Cycle progress indictor | Fabric softener to be added during cycle |,TWM0612F_A,,,Stock,Pik-a-Pak,Essential, £112.00 ,75, £196.00 ,,Assembled,DFF0124SDID,£175.00,2 Years Warranty,
IRONEL0001,Kitchen,Home accessories,,,,,,Small Appliances,Irons,Igenix,H298 W130 D150   2500W,Plastic with ceramic soleplate,Neutral,Iron,Ceramic soleplate | Shot of stream | Variable steam control | Adjustable temperature control | Overheat protection |Self cleaning | Anti drip function | Comfortable grip handle | Auto shut off|,IG3125,,,Stock,Pik-a-Pak,Essential, £10.90 ,75, £19.08 ,,Assembled,DFF0115SDID,£16.16,2 Years Warranty,
KETTLE0001,Kitchen,,,,,,,Small Appliances,Kettles,Igenix,H226 W200 D135  1.7lt capacity,Plastic,White,Kettle,1.7 Litre Capacity |2.2KW |Safety locking lid | Auto switch off on boil | Boil dry protection | Dual water gauge | Removable washable filter | Immersed element | Cord storage | On/Off switch with indicator light |,IG27270,,,Stock,Pik-a-Pak,Essential, £5.99 ,75, £10.48 ,,Assembled,DFF0105SDID,£6.72,2 Years Warranty,
MICROW0002,Kitchen,,,,,,,Small Appliances,Microwaves 800w,Igenix,H258 W439 D340  20lt capacity,Metal/Plastic/Glass mix,White,Microwave ,Cooking power 800W | Capacity 20 Litre | Power levels 5 | Defrost function | Minute timer 30 minutes | Cooking end signal | Turn table diameter 240mm |,IG2008,,,Stock,Pik-a-Pak,Essential, £32.90 ,75, £57.58 ,,Assembled,DFF0106SDID,£39.77,2 Years Warranty,
TOASTE0001,Kitchen,,,,,,,Small Appliances,Toasters 2 slice,Igenix,H180 W290 D150,Plastic/Metal mix,White,Toaster,Variable electronic browning control | Slide out fixed crumb tray | Stainless steel insert | Cord storage | Non slip feet |,IG3001,,,Stock,Pik-a-Pak,Essential, £5.99 ,75, £10.48 ,,Assembled,DFF0119SDID,£7.88,2 Years Warranty,
VACUUM0001,Living Room,Home accessories,,,,,,Small Appliances,Vacuum Cleaners,Upright,H1090 W305 D290,Plastic/Metal mix,White/Black,Upright Vacuum,"Power 1600w motor | 230W Suction power | 2.5 Litre easy to empty dust container | Floor height adjustment to carpets and hard floors | HEPA filtration |Tools included crevice tool, dusting brush and turbo brush | On board tool storage | 1.8m Stair hose | 7m Power cord |",IG2416,,,Stock,Pik-a-Pak,Essential, £36.53 ,75, £63.93 ,,Assembled,DFF0123SDID,£52.00,2 Years Warranty,
BASINC0001,Kitchen,,,,,,,Kitchen Essentials,Basins,Unbranded,Standard,Plastic,Neutral,Plastic Washing Up Basin,Small washing up basin | 7 litres,Alan,,,Stock,Whitefurze,Essential, £0.69 ,75, £1.21 ,,Assembled,DFF0082SDID,£0.93,1 Year Warranty,
BINBIN0001,Kitchen,,,,,,,Kitchen Essentials,Swing Bin,Unbranded,50 litre capacity approx.,Plastic,Neutral,Plastic Swing Top Bin,50 litre swing top bin | Easy to clean,Alan,,,Stock,Whitefurze,Essential, £4.65 ,75, £8.14 ,,Assembled,DFF0083SDID,£6.74,1 Year Warranty,
BRUSHP0001,Kitchen,Home accessories,,,,,,Kitchen Essentials,Brush & Pole,Unbranded,Standard,Wood Pole/Plastic Brush head,Brown,Brush & Pole (wooden handle),Long handled sweeping brush | Wooden pole,Alan,,,Stock,Arix Europe Ltd,Essential, £0.89 ,75, £1.56 ,,Assembled,DFF0084SDID,£1.19,1 Year Warranty,
CANOPN0001,Kitchen,,,,,,,Kitchen Essentials,Can Opener,Unbranded,Standard,Stainless steel ,Stainless steel ,Can Opener,Stainless steel can and bottle opener,Alan,,,Stock,Zodiac Stainless Products/Premier/Sher,Essential, £0.55 ,75, £0.96 ,,Assembled,DFF0118SDID,£0.84,1 Year Warranty,
CASSER0002,Kitchen,,,,,,,Kitchen Essentials,Casserole Set 3 dishes,Unbranded,Small/Medium/Large,Glass,Clear,Glass Casserole Set - 3 dishes,3 piece glass casserole set | Oven to table | Oven safe | Freezer safe | Microwave and Dishwasher safe,Alan,,,Stock,Zodiac Stainless Products/The Rayware Group,Essential, £6.95 ,75, £12.16 ,,Assembled,DFF0120SDID,£10.65,1 Year Warranty,
CHOPBD0001,Kitchen,,,,,,,Kitchen Essentials,Chopping Board,Unbranded,H310 W205 D8,Plastic,Neutral,Plastic Chopping Board,Tough plastic ideal for cutting and chopping | Easy to clean,Alan,,,Stock,Zodiac Stainless Products,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0085SDID,£2.24,1 Year Warranty,
CLOTHE0001,Kitchen,Home accessories,,,,,,Kitchen Essentials,Clothes Horses,Unbranded,3 Fold / 6mt airing capacity,Metal plastic coated,White,Clothes Airer,3 fold clothes airer | Provides 6mts of drying space,Alan,,,Stock,Sabichi Homewares/A Mir & Co,Essential, £3.95 ,75, £6.91 ,,Assembled,DFF0087SDID,£4.89,1 Year Warranty,
CROCKE0001,Kitchen,,,,,,,Kitchen Essentials,CROCKERY/DINNER SET 16Pcs White,Unbranded,Standard,Porcelain,Neutral,16 Piece Dinner Set,"White porcelain dinner set | Consists of 4 dinner plates, 4 side plates, 4 bowls and 4 mugs | Dishwasher & Microwave safe",Alan,,,Stock,Sher Bros/The Rayware,Essential, £7.50 ,75, £13.13 ,,Assembled,DFF0088SDID,£9.31,1 Year Warranty,
CUTLER0001,Kitchen,,,,,,,Kitchen Essentials,Cutlery Set 16 piece,Unbranded,Standard,Stainless steel with Plastic handles,Various,16 Piece Cutlery Set,"Stainless steel with coloured plastic handles | Consists of 4 dinner knives, 4 forks, 4 spoons and 4 teaspoons",Alan,,,Stock,Zodiac Stainless Products,Essential, £3.00 ,75, £5.25 ,,Assembled,DFF0089SDID,£4.69,1 Year Warranty,
CUTLER0006,Kitchen,,,,,,,Kitchen Essentials,Cutlery Tray,Unbranded,H300 W380 D60,Plastic,Neutral,Plastic Cutlery Tray,Deep sections to separate cutlery | Fits standard size drawers,Alan,,,Stock,Whitefurze,Essential, £0.79 ,75, £1.38 ,,Assembled,DFF0090SDID,£1.06,1 Year Warranty,
KNIFES0003,Kitchen,,,,,,,Kitchen Essentials,Knife Block,Unbranded,6 piece,Wood Block,Pine,Knife Block,"Consists of 9cm, 14cm, 15.5cm, 22.5cm and 23cm blade and 22cm scissors with wooden holder | Dishwasher safe",0907033,,,Stock,online,Essential, £3.33 ,75, £5.83 ,,Assembled,KNIFES0003,£5.00,1 Year Warranty,
FIREEX0001,Kitchen,,,,,,,Kitchen Essentials,Fire Extinguisher,Unbranded,1kg Powder,Metal casing,Red,Fire Extinguisher,"Multi purpose 1KG fire extinguisher |Certified to BS EB3 Rating 8A 34B C.  Effective against wood, paper, plastic, electrical and flammable liquid fires | Bracket included for mounting",Alan,,,Stock,Pik-a-Pak,Essential, £9.98 ,75, £17.47 ,,Assembled,DFF0096SDID,£13.39,1 Year Warranty,
FRYING0001,Kitchen,,,,,,,Kitchen Essentials,Frying Pan,Unbranded,24cm,Aluminium/non-stick coating,Black,Frying Pan,24cm non-stick frying pan | Suitable for electric and gas hobs | Dishwasher safe,Alan,,,Stock,Sher Bros/Premier,Essential, £2.50 ,75, £4.38 ,,Assembled,DFF0135SDID,£2.83,1 Year Warranty,
GLASSE0001,Kitchen,,,,,,,Kitchen Essentials,Hi-ball Glasses,Unbranded,Hi-ball,Glass,Neutral,Hi-ball Glasses,Hi-ball glass,Alan,,,Stock,Premier,Essential, £0.45 ,75, £0.79 ,,Assembled,GLASSE0001,£0.68,1 Year Warranty,
GLASSE0002,Kitchen,,,,,,,Kitchen Essentials,Wine Glasses,Unbranded,Wine,Glass,Neutral,Wine Glasses,Wine glass,Alan,,,Stock,Premier,Essential, £0.45 ,75, £0.79 ,,Assembled,GLASSE0002,£0.68,1 Year Warranty,
IRONBD0003,Kitchen,Home accessories,,,,,,Kitchen Essentials,Ironing Board,Unbranded,Standard,Metal,Various,Ironing Board,Jack ironing board | Ironing surface L98cm x W35cm | Includes colourfast cover and felt pad | Adjustable height 62-86cm,Alan,,,Stock,Sabichi Homewares/Sher Bros,Essential, £7.95 ,75, £13.91 ,,Assembled,DFF0103SDID,£9.25,1 Year Warranty,
LAUNDR0001,Kitchen,Home accessories,,,,,,Kitchen Essentials,Laundry Basket,Unbranded,H640 W460 D460,Plastic,Neutral,Laundry Basket,"Round laundry bin with lid | Lightweight, family size capacity",Alan,,,Stock,Whitefurze,Essential, £1.70 ,75, £2.98 ,,Assembled,DFF0086SDID,£2.28,1 Year Warranty,
MOPBUC0001,Kitchen,Home accessories,,,,,,Kitchen Essentials,Mop and Bucket,Unbranded,Standard,Plastic,Neutral,Mop and Bucket,Cloth mop with wooden handle and plastic bucket,Alan,,,Stock,Whitefurze,Essential, £1.84 ,75, £3.22 ,,Assembled,DFF0107SDID,£3.47,1 Year Warranty,
MOPCOM0001,Kitchen,Home accessories,Bedroom,,,,,Kitchen Essentials,Mop (handle & head),Unbranded,Standard,Wood pole/Cloth mop head,Wood,Mop (handle & head),Cloth mop with wooden handle,Alan,,,Stock,Arix Europe Ltd,Essential, £0.86 ,75, £1.51 ,,Assembled,MOPCOM0001,£1.78,1 Year Warranty,
STEPLA0001,Home accessories,,,,,,,Home Accessories,Step Ladder,Unbranded,3 step,Aluminium,Metal,Step Ladder,Lightweight aluminium construction | Folds for easy storage | Total platform height 58cm | Domestic use  only | Maximum load 95Kg,Alan,,,Stock,Premier/Argos,Essential, £14.00 ,75, £24.50 ,,Assembled,STEPLA0001,£41.34,1 Year Warranty,
MUGGSS0001,Kitchen,,,,,,,Kitchen Essentials,Mug,Unbranded,Standard,Porcelain,Neutral,Mug,Porcelain mug,Alan,,,Stock,Premier,Essential, £0.50 ,75, £0.88 ,,Assembled,DFF0109SDID,£0.58,1 Year Warranty,
POTSET0003,Kitchen,,,,,,,Kitchen Essentials,Pot Sets 3 piece stainless steal,Unbranded,3 piece,Stainless Steel,Stainless steel ,3 Piece Stainless Steel Saucepan Set,"Consists of 14cm, 16cm and 18cm saucepans | Glass lids with steam vents | Bakelite handles and knobs | Suitable for electric and gas hobs | Dishwasher safe",Alan,,,Stock,Sabichi Homewares,Essential, £6.59 ,75, £11.53 ,,Assembled,DFF0079SDID,£13.25,1 Year Warranty,
POTSET0004,Kitchen,,,,,,,Kitchen Essentials,Pot Sets 5 piece stainless steel,Unbranded,5 piece,Stainless Steel,Stainless steel ,5 Piece Stainless Steel Saucepan Set,"Consists of 14cm milk pan, 16cm, 18cm and 20cm saucepans and 24cm frying pan Glass lids with steam vents | Bakelite handles and knobs | Suitable for electric and gas hobs | Dishwasher safe",Alan,,,Stock,Sabichi Homewares,Essential, £16.52 ,75, £28.91 ,,Assembled,DFF0080SDID,£20.30,1 Year Warranty,
TOWELT0001,Kitchen,,,,,,,Kitchen Essentials,Tea Towel,Unbranded,3 pack,Cotton,Neutral,Cotton Tea Towel,Cotton tea towel,Alan,,,Stock,Sher Bros/ Arix Europe,Essential, £0.17 ,75, £0.30 ,,Assembled,DFF0117SDID,£0.80,1 Year Warranty,
UTENSI0001,Kitchen,,,,,,,Kitchen Essentials,Utensil Set,Unbranded,5 piece,Metal,Metal,5 Piece Utensil Set,"Stainless steel set | Consists of solid spoon, slotted spoon, ladle, masher and turner | Dishwasher safe",Alan,,,Stock,Zodiac Stainless Products,Essential, £2.00 ,75, £3.50 ,,Assembled,UTENSI0001,£3.00,1 Year Warranty,
KITCHE0001,Kitchen,,,,,,,Kitchen Essentials,Pack:  16pc Dinner Set; 16pcs Cutlery Set; 3pc S/S Pot Set; Frying Pan; Chopping Board; Can Opener; Utensil Set Metal; Knife Block; 4 Drinking Glasses; 3 Tea Towel.,Unbranded,Various,Mixed,Mixed,Essential Kitchen Pack,"Pack consists of:| 16pc Porcelain Dinner Set - 4 dinner plates, 4 side plates, 4 bowls and 4 mugs |16pcs Cutlery Set Stainless Steel with plastic handle - 4 dinner knives, 4 forks, 4 spoons and 4 teaspoons |3pc Stainless Steel Pot Set |Non Stick Frying Pan | Plastic Chopping Board | Can Opener | Metal Utensil Set | Knife Block | 4 Drinking Glasses | 3 Cotton Tea Towel",Alan,,,Stock,Various,Essential, £36.30 ,75, £63.53 ,,Assembled,KITCHE0001,£64.61,1 Year Warranty,
LAMPEL0001,Bedroom,Living Room,Nursery,,,,,Lighting,Bedroom Lamp,Unbranded,Small,Ceramic base,Neutral,Bedroom Lamp,Bedside Lamp | Ceramic Base | Fabric Shade | For adult and older child use | Conforms to EN 60598-1:2015 (or EN 60598-1:2008/A11:2009) & EN 60598-2-4:1997,Alan,,,Stock,Premier/Sher Bros,Essential, £5.45 ,75, £9.54 ,,Assembled,DFF0011SDID,£4.36,1 Year Warranty,
LAMPEL0002,Living Room,Bedroom,Nursery,,,,,Lighting,Living Room Lamp,Unbranded,Small,Ceramic base,Neutral,Living Room Lamp,Table Lamp | Ceramic Base | For lounge area | Shade to match lampshade | For adult and older child use | Conforms to EN 60598-1:2015 (or EN 60598-1:2008/A11:2009) & EN 60598-2-4:1997,Alan,,,Stock,Premier,Essential, £6.95 ,75, £12.16 ,,Assembled,DFF0153SDID,£8.11,1 Year Warranty,
SHADEL0001,Living Room,Bedroom,Kitchen,Home accessories,Nursery,Home accessories,Dining room,Lighting,Light Shade,Unbranded,Standard,Fabric covered shade,Neutral,Light Shade,Ceiling light lampshade | Material to match table lamp | Complies with EN 60598,Alan,,,Stock,LTC Distributors Ltd,Essential, £1.55 ,75, £2.71 ,,Assembled,DFF0150SDID,£2.08,1 Year Warranty,
TODDLE0001,Nursery,Bedroom,,,,,,Nursery Furniture,Toddler Bed,Unbranded,144x67.5x56.5cm,Wood,Natural Pine or White,Toddler Bed,Traditional style toddler bed suitable for 18 months to 4 years | Side safety rails to prevent falling out | Colour will be natural pine or white | Flat packed for self assembly,eve white junior bed png,,,Stock,Kiddicare,Essential, £58.33 ,75, £102.07 ,,Flat Pack,TODDLE0001,£94.40,1 Year Warranty,
TODDLE0002,Nursery,Bedroom,,,,,,Nursery Furniture,Toddler Bed Mattress,Unbranded,140 x 70cm ,Foam Breathable Waterproof,White,Toddler Bed Mattress,Lightweight mattress made from high density foam | Covered with a waterproof and easy clean cover | Fixed cover,Alan,,,Stock,Kiddicare/online,Essential, £24.99 ,75, £43.73 ,,Assembled,TODDLE0002,£41.87,1 Year Warranty,
MIRROR0002,Living Room,Bedroom,Dining Room,,,,,Home Accessories,Mirror,Unbranded,H730 W530 D20,Glass with wood surround,Pine,Mirror,Picture mirror with natural pine surround,Alan,,,Stock,Sher Bros,Essential, £4.95 ,75, £8.66 ,,Assembled,MIRROR0002,£7.43,1 Year Warranty,
MIRROR0005,Bedroom,,,,,,,Home Accessories,Mirror Full Length,Unbranded,H1450 W450 D35,Glass with surround,Dark Brown,Mirror Full Length,Full length mirror with dark wood surround,Alan,,,Stock,Sher Bros,Essential, £21.95 ,75, £38.41 ,,Assembled,MIRROR0005,£32.93,1 Year Warranty,
DOORMA0001,Living Room,,,,,,,Home Accessories,Door Mat,Unbranded,H600 W400 approx.,Polypropylene mix,Dark,Door Mat,Durable interior door mat,Alan,,,Stock,Premier,Essential, £3.85 ,75, £6.74 ,,Assembled,DOORMA0001,£5.78,1 Year Warranty,
CARPET0001,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,887 Vantage/Dalton,Up to 4metres wide,Polypropylene/Felt backed,Blue,Dalton,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Dalton_887_PSH,,,Stock,B.I.G Floor Coverings,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0070DBSDID,£6.60,1 Year Warranty,
CARPET0002,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,964 Vantage/Dalton,Up to 4metres wide,Polypropylene/Felt backed,Chocolate,Dalton,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Dalton_964_PSH,,,Stock,B.I.G Floor Coverings,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0070BRSDID,£6.60,1 Year Warranty,
CARPET0003,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,331 Vantage/Dalton,Up to 4metres wide,Polypropylene/Felt backed,Beige,Dalton,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Dalton_331_PSH,,,Stock,B.I.G Floor Coverings,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0070BGSDID,£6.60,1 Year Warranty,
CARPET0004,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,455 Vantage/Dalton,Up to 4metres wide,Polypropylene/Felt backed,Wine,Dalton,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Dalton_455_PSH,,,Stock,B.I.G Floor Coverings,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0070WISDID,£6.60,1 Year Warranty,
CARPET0005,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,152 Vantage/Dalton,Up to 4metres wide,Polypropylene/Felt backed,Silver,Dalton,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Dalton_152_PSH,,,Stock,B.I.G Floor Coverings,Essential, £1.95 ,75, £3.41 ,,Assembled,DFF0070GRSDID,£6.60,1 Year Warranty,
CARPET0015,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,446 Country Heathers,Up to 4metres wide,Polypropylene/Hessian backed,Wine,Country Heather Supreme,Total height 8mm | 100% Polypropylene |General domestic |Stain resistant |Cleanable with diluted bleach|,Mystique_446_PSH.jpg,,,Stock,B.I.G Floor Coverings,Essential, £3.90 ,75, £6.83 ,,Assembled,DFF0070WISDID,£6.60,1 Year Warranty,
CARPET0016,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,330 Country Heathers,Up to 4metres wide,Polypropylene/Hessian backed,Mink,Country Heather Supreme,Total Height 9mm | 100% Polypropylene | General domestic | Stain resistant | Cleanable with diluted bleach|,Country_Heather_Supr_330_PSH,,,Stock,B.I.G Floor Coverings,Essential, £3.90 ,75, £6.83 ,,Assembled,DFF0076BGSDID,£8.40,1 Year Warranty,
CARPET0017,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,996 Country Heathers,Up to 4metres wide,Polypropylene/Hessian backed,Chocolate,Country Heather Supreme,Total Height 9mm | 100% Polypropylene | General domestic | Stain resistant | Cleanable with diluted bleach|,Country_Heather_Supr_996_PSH,,,Stock,B.I.G Floor Coverings,Essential, £3.90 ,75, £6.83 ,,Assembled,DFF0076BRSDID,£8.40,1 Year Warranty,
CARPET0018,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,158 Country Heathers,Up to 4metres wide,Polypropylene/Hessian backed,Dark Grey,Country Heather Supreme,Total Height 9mm | 100% Polypropylene | General domestic | Stain resistant | Cleanable with diluted bleach|,Country_Heather_Supr_158_PSH,,,Stock,B.I.G Floor Coverings,Essential, £3.90 ,75, £6.83 ,,Assembled,DFF0076GRSDID,£8.40,1 Year Warranty,
CARPET0019,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,879 Country Heathers,Up to 4metres wide,Polypropylene/Hessian backed,Blue,Country Heather Supreme,Total Height 9mm | 100% Polypropylene | General domestic | Stain resistant | Cleanable with diluted bleach|,Country_Heather_Supr_897_PSH,,,Stock,B.I.G Floor Coverings,Essential, £3.90 ,75, £6.83 ,,Assembled,DFF0076DBSDID,£8.40,1 Year Warranty,
CARPET0042,Living Room,Bedroom,Dining Room,,,,,Flooring,Carpets only,Marathon,Up to 4metres wide,Polypropylene/Gel backed,Blue,Marathon,"Gel backed 100% Polypropylene cut pile | Stain resistant, hard wearing | No underlay required | 4m wide | Approx. 5mm thick | Complies with BS 4790:1987 / BS 5287:1988 to Low Radius Classification | Fitting should be in accordance with BS 5325:2001 code of practice.",Marathon_882_PSH.jpg,,,Stock,B.I.G Floor Coverings,Essential, £6.82 ,75, £11.94 ,,Assembled,DFF0075SDID,£12.40,1 Year Warranty,
VINYLB0001,Living Room,Bedroom,Dining Room,Kitchen,,,,Flooring,Vinyl's only,Atlantic,Up to 3 metres wide,Vinyl,Black Slate,Atlantic Vinyl - Black Slate,"Vinyl | 3mt wide | 2mm Thick | Cushioned, R10 slip resistant | General domestic | Complies with EN 14041:2004",Kent 909E,Kent 909E_RSH,,Stock,B.I.G Floor Coverings,Essential, £2.99 ,75, £5.23 ,,Assembled,DFF0073BLSDID,£7.00,1 Year Warranty,
